macho_id,original,predicted,trust
1.3441.718,None Variable,None Variable,1
1.3441.76,None Variable,None Variable,1
1.3441.417,None Variable,None Variable,1
1.3441.2507,None Variable,None Variable,1
1.3441.290,None Variable,None Variable,1
1.3441.1512,None Variable,None Variable,1
1.3441.309,None Variable,None Variable,1
1.3441.2884,None Variable,None Variable,1
1.3441.683,None Variable,None Variable,1
1.3441.3344,None Variable,None Variable,1
1.3441.3556,None Variable,None Variable,1
1.3441.63,None Variable,None Variable,1
1.3441.1205,None Variable,None Variable,1
1.3441.2562,None Variable,None Variable,1
1.3441.460,None Variable,None Variable,1
48.2620.2719,Quasar,Quasar,1
69.12549.21,Quasar,Quasar,1
61.8072.358,Quasar,MicroLensing,1
5.4892.1971,Quasar,Quasar,1
13.6805.324,Quasar,Quasar,1
53.3970.140,Quasar,Quasar,1
52.4565.356,Quasar,Quasar,1
68.10972.36,Quasar,Be Stars,1
82.8403.551,Quasar,Quasar,1
9.4882.332,Quasar,Quasar,1
63.7365.151,Quasar,Quasar,1
9.5484.258,Quasar,Be Stars,1
13.6808.521,Quasar,Quasar,1
25.3712.72,Quasar,Quasar,1
208.16034.100,Quasar,MicroLensing,1
1.4658.1362,RR Lyrae,RR Lyrae,1
2.5395.757,RR Lyrae,RR Lyrae,1
2.4668.667,RR Lyrae,RR Lyrae,1
2.5152.763,RR Lyrae,RR Lyrae,1
1.4419.807,RR Lyrae,RR Lyrae,1
1.4653.1029,RR Lyrae,RR Lyrae,1
1.3564.1177,RR Lyrae,RR Lyrae,1
2.5752.1469,RR Lyrae,RR Lyrae,1
2.5388.1223,RR Lyrae,RR Lyrae,1
2.4908.771,RR Lyrae,RR Lyrae,1
1.3685.1233,RR Lyrae,RR Lyrae,1
2.5029.1052,RR Lyrae,RR Lyrae,1
2.5031.806,RR Lyrae,RR Lyrae,1
2.5031.764,RR Lyrae,RR Lyrae,1
1.4049.837,RR Lyrae,Eclipsing Binaries,1
1.4169.1464,RR Lyrae,RR Lyrae,1
2.4790.303,RR Lyrae,RR Lyrae,1
2.5635.359,RR Lyrae,Eclipsing Binaries,1
2.5031.171,RR Lyrae,RR Lyrae,1
2.5635.1008,RR Lyrae,RR Lyrae,1
1.3812.1108,RR Lyrae,RR Lyrae,1
2.5386.6474,RR Lyrae,RR Lyrae,1
1.3571.965,RR Lyrae,RR Lyrae,1
2.5875.1199,RR Lyrae,RR Lyrae,1
1.4540.934,RR Lyrae,RR Lyrae,1
1.3931.1120,RR Lyrae,RR Lyrae,1
2.5270.2216,RR Lyrae,RR Lyrae,1
2.5752.923,RR Lyrae,RR Lyrae,1
2.5272.1454,RR Lyrae,RR Lyrae,1
1.3690.1552,RR Lyrae,RR Lyrae,1
2.4782.3916,RR Lyrae,RR Lyrae,1
1.4418.1899,RR Lyrae,RR Lyrae,1
1.3934.1344,RR Lyrae,RR Lyrae,1
2.4785.759,RR Lyrae,RR Lyrae,1
2.5150.1044,RR Lyrae,RR Lyrae,1
2.5510.1345,RR Lyrae,RR Lyrae,1
1.3684.379,RR Lyrae,RR Lyrae,1
1.4288.420,RR Lyrae,RR Lyrae,1
2.5633.1369,RR Lyrae,RR Lyrae,1
1.4658.1408,RR Lyrae,RR Lyrae,1
1.4171.1633,RR Lyrae,RR Lyrae,1
2.4665.411,RR Lyrae,RR Lyrae,1
2.5270.361,RR Lyrae,MicroLensing,1
2.5517.416,RR Lyrae,RR Lyrae,1
2.5508.3271,RR Lyrae,RR Lyrae,1
1.4294.1825,RR Lyrae,RR Lyrae,1
1.3571.1343,RR Lyrae,RR Lyrae,1
2.5270.1275,RR Lyrae,RR Lyrae,1
2.5511.772,RR Lyrae,RR Lyrae,1
1.4537.1578,RR Lyrae,RR Lyrae,1
2.4663.838,RR Lyrae,RR Lyrae,1
1.4533.950,RR Lyrae,RR Lyrae,1
2.5873.982,RR Lyrae,RR Lyrae,1
2.5754.973,RR Lyrae,RR Lyrae,1
2.4912.255,RR Lyrae,RR Lyrae,1
1.3924.190,RR Lyrae,RR Lyrae,1
1.3932.617,RR Lyrae,Eclipsing Binaries,1
1.4538.1692,RR Lyrae,RR Lyrae,1
1.4529.267,RR Lyrae,Eclipsing Binaries,1
2.5026.1486,RR Lyrae,RR Lyrae,1
2.4908.1287,RR Lyrae,RR Lyrae,1
2.5873.789,RR Lyrae,RR Lyrae,1
2.5630.1214,RR Lyrae,RR Lyrae,1
2.5629.3146,RR Lyrae,RR Lyrae,1
1.3925.1752,RR Lyrae,RR Lyrae,1
2.5023.5088,RR Lyrae,Cepheid,1
2.4785.310,RR Lyrae,MicroLensing,1
2.4905.920,RR Lyrae,RR Lyrae,1
1.3925.1777,RR Lyrae,RR Lyrae,1
2.5508.3057,RR Lyrae,RR Lyrae,1
2.4785.1314,RR Lyrae,RR Lyrae,1
1.4175.61,RR Lyrae,Eclipsing Binaries,1
1.4415.2154,RR Lyrae,RR Lyrae,1
2.5630.388,RR Lyrae,RR Lyrae,1
1.4652.1527,RR Lyrae,RR Lyrae,1
2.5388.1150,RR Lyrae,RR Lyrae,1
1.3687.703,RR Lyrae,RR Lyrae,1
2.5628.5923,RR Lyrae,RR Lyrae,1
1.3683.1188,RR Lyrae,RR Lyrae,1
2.4790.723,RR Lyrae,RR Lyrae,1
1.3563.1182,RR Lyrae,RR Lyrae,1
1.4167.1147,RR Lyrae,RR Lyrae,1
1.4415.773,RR Lyrae,RR Lyrae,1
1.4297.1121,RR Lyrae,RR Lyrae,1
1.3926.1971,RR Lyrae,RR Lyrae,1
1.4168.1347,RR Lyrae,RR Lyrae,1
2.5146.1374,RR Lyrae,RR Lyrae,1
2.5032.457,RR Lyrae,RR Lyrae,1
2.5032.859,RR Lyrae,RR Lyrae,1
1.4055.619,RR Lyrae,RR Lyrae,1
1.3442.503,RR Lyrae,RR Lyrae,1
2.4903.4673,RR Lyrae,RR Lyrae,1
1.4295.1911,RR Lyrae,RR Lyrae,1
2.5395.617,RR Lyrae,RR Lyrae,1
1.4536.1633,RR Lyrae,RR Lyrae,1
2.4790.844,RR Lyrae,RR Lyrae,1
1.3925.1862,RR Lyrae,RR Lyrae,1
2.5752.376,RR Lyrae,RR Lyrae,1
2.4906.1120,RR Lyrae,RR Lyrae,1
2.5875.1214,RR Lyrae,RR Lyrae,1
1.4652.1639,RR Lyrae,RR Lyrae,1
1.3925.1471,RR Lyrae,RR Lyrae,1
1.3562.1596,RR Lyrae,RR Lyrae,1
2.5508.3325,RR Lyrae,RR Lyrae,1
2.5030.803,RR Lyrae,RR Lyrae,1
1.4530.693,RR Lyrae,RR Lyrae,1
2.4668.598,RR Lyrae,RR Lyrae,1
2.5628.6276,RR Lyrae,RR Lyrae,1
2.5388.1269,RR Lyrae,RR Lyrae,1
2.5271.1540,RR Lyrae,RR Lyrae,1
2.5510.645,RR Lyrae,RR Lyrae,1
1.3805.1731,RR Lyrae,RR Lyrae,1
1.3935.552,RR Lyrae,RR Lyrae,1
2.5392.707,RR Lyrae,RR Lyrae,1
2.5393.728,RR Lyrae,RR Lyrae,1
1.4654.1919,RR Lyrae,RR Lyrae,1
2.5271.1466,RR Lyrae,RR Lyrae,1
1.4166.538,RR Lyrae,RR Lyrae,1
1.4168.1600,RR Lyrae,RR Lyrae,1
2.5870.5069,RR Lyrae,Eclipsing Binaries,1
2.5872.961,RR Lyrae,RR Lyrae,1
2.4787.770,RR Lyrae,RR Lyrae,1
1.4657.1497,RR Lyrae,RR Lyrae,1
2.5628.5690,RR Lyrae,RR Lyrae,1
1.3442.1051,RR Lyrae,RR Lyrae,1
2.5870.5489,RR Lyrae,RR Lyrae,1
1.4418.1998,RR Lyrae,RR Lyrae,1
2.5150.479,RR Lyrae,RR Lyrae,1
2.4788.1051,RR Lyrae,RR Lyrae,1
1.4292.1741,RR Lyrae,RR Lyrae,1
2.5508.3133,RR Lyrae,RR Lyrae,1
2.5028.676,RR Lyrae,RR Lyrae,1
2.5153.654,RR Lyrae,Cepheid,1
1.4296.1718,RR Lyrae,RR Lyrae,1
2.5144.5960,RR Lyrae,RR Lyrae,1
1.4292.2419,RR Lyrae,RR Lyrae,1
2.4663.147,RR Lyrae,RR Lyrae,1
1.3443.1335,RR Lyrae,RR Lyrae,1
2.5630.1156,RR Lyrae,RR Lyrae,1
1.3929.1559,RR Lyrae,RR Lyrae,1
1.3814.86,RR Lyrae,None Variable,1
1.4289.1526,RR Lyrae,RR Lyrae,1
1.4046.2179,RR Lyrae,RR Lyrae,1
2.5266.2375,RR Lyrae,RR Lyrae,1
1.4046.783,RR Lyrae,RR Lyrae,1
2.5269.341,RR Lyrae,Quasar,1
2.5875.1085,RR Lyrae,RR Lyrae,1
1.4537.1950,RR Lyrae,RR Lyrae,1
2.5750.3413,RR Lyrae,RR Lyrae,1
2.4660.7297,RR Lyrae,RR Lyrae,1
2.5389.981,RR Lyrae,RR Lyrae,1
1.4653.1760,RR Lyrae,RR Lyrae,1
1.4535.1223,RR Lyrae,RR Lyrae,1
24.2854.92,Be Stars,Be Stars,1
78.6342.306,Be Stars,Be Stars,1
62.7357.75,Be Stars,Be Stars,1
81.9481.191,Be Stars,Be Stars,1
11.9714.184,Be Stars,None Variable,1
9.4876.691,Be Stars,None Variable,1
79.4655.4750,Be Stars,Be Stars,1
81.8885.145,Be Stars,Be Stars,1
53.3362.75,Be Stars,Be Stars,1
212.16071.186,Be Stars,Be Stars,1
82.7924.50,Be Stars,Quasar,1
207.16256.307,Be Stars,Quasar,1
24.2853.51,Be Stars,Be Stars,1
81.8884.125,Be Stars,Be Stars,1
80.7192.2999,Be Stars,Be Stars,1
18.3445.4646,Be Stars,Be Stars,1
18.2483.95,Be Stars,Be Stars,1
62.6636.1755,Be Stars,Be Stars,1
13.6689.2365,Be Stars,Be Stars,1
14.8622.3551,Be Stars,Be Stars,1
9.4270.31,Be Stars,Be Stars,1
17.2108.72,Be Stars,Be Stars,1
22.4873.3357,Be Stars,Be Stars,1
50.9277.19,Be Stars,Quasar,1
212.16020.57,Be Stars,Be Stars,1
17.3076.164,Be Stars,Be Stars,1
81.8519.234,Be Stars,Be Stars,1
78.6100.453,Be Stars,Be Stars,1
24.3822.3008,Be Stars,Be Stars,1
81.8520.155,Be Stars,Be Stars,1
212.15675.121,Be Stars,Be Stars,1
80.7071.3521,Be Stars,Long Periodic Variable,1
1.3810.11,Cepheid,Cepheid,1
1.4414.42,Cepheid,Cepheid,1
1.4534.23,Cepheid,Cepheid,1
1.3812.15,Cepheid,Cepheid,1
1.3448.13,Cepheid,Cepheid,1
1.4055.2227,Cepheid,Cepheid,1
1.3693.11,Cepheid,Cepheid,1
1.3571.31,Cepheid,Cepheid,1
1.3565.47,Cepheid,Cepheid,1
1.4532.66,Cepheid,Cepheid,1
2.4785.21,Cepheid,Cepheid,1
1.4653.29,Cepheid,Cepheid,1
1.3689.21,Cepheid,Cepheid,1
1.4412.29,Cepheid,Cepheid,1
1.3447.36,Cepheid,Cepheid,1
2.5148.126,Cepheid,RR Lyrae,1
1.3692.17,Cepheid,Cepheid,1
1.4047.1441,Cepheid,Cepheid,1
2.5869.4230,Cepheid,Cepheid,1
1.3441.15,"1.3441.15          Cepheid
1.3441.15    None Variable
Name: class, dtype: object",Cepheid,1
1.3443.26,Cepheid,Cepheid,1
1.3691.37,Cepheid,Cepheid,1
1.3567.1010,Cepheid,Cepheid,1
1.4534.33,Cepheid,Cepheid,1
1.3565.87,Cepheid,Cepheid,1
1.3445.320,Eclipsing Binaries,Eclipsing Binaries,1
2.5390.945,Eclipsing Binaries,RR Lyrae,1
1.3568.297,Eclipsing Binaries,Eclipsing Binaries,1
1.3568.288,Eclipsing Binaries,RR Lyrae,1
1.4288.684,Eclipsing Binaries,Eclipsing Binaries,1
1.3571.598,Eclipsing Binaries,Eclipsing Binaries,1
1.3442.172,Eclipsing Binaries,Eclipsing Binaries,1
1.4535.273,Eclipsing Binaries,Be Stars,1
1.4171.1181,Eclipsing Binaries,Eclipsing Binaries,1
1.4297.1386,Eclipsing Binaries,Eclipsing Binaries,1
2.5506.4710,Eclipsing Binaries,Eclipsing Binaries,1
1.3932.557,Eclipsing Binaries,Eclipsing Binaries,1
1.4053.197,Eclipsing Binaries,Eclipsing Binaries,1
1.3805.2115,Eclipsing Binaries,RR Lyrae,1
1.4047.2469,Eclipsing Binaries,Eclipsing Binaries,1
1.4173.1951,Eclipsing Binaries,RR Lyrae,1
2.5145.4174,Eclipsing Binaries,RR Lyrae,1
1.3564.163,Eclipsing Binaries,Eclipsing Binaries,1
2.5633.813,Eclipsing Binaries,Eclipsing Binaries,1
1.4050.1680,Eclipsing Binaries,Eclipsing Binaries,1
1.3810.1131,Eclipsing Binaries,None Variable,1
1.3806.317,Eclipsing Binaries,Eclipsing Binaries,1
1.4174.183,Eclipsing Binaries,Eclipsing Binaries,1
1.4168.409,Eclipsing Binaries,None Variable,1
1.4171.86,Eclipsing Binaries,Eclipsing Binaries,1
1.3813.1263,Eclipsing Binaries,RR Lyrae,1
1.3565.99,Eclipsing Binaries,Eclipsing Binaries,1
1.4294.2278,Eclipsing Binaries,Eclipsing Binaries,1
1.3443.177,Eclipsing Binaries,None Variable,1
1.3687.1568,Eclipsing Binaries,Eclipsing Binaries,1
1.4536.1344,Eclipsing Binaries,Eclipsing Binaries,1
1.3566.1669,Eclipsing Binaries,Eclipsing Binaries,1
1.4291.499,Eclipsing Binaries,RR Lyrae,1
1.3930.1050,Eclipsing Binaries,Eclipsing Binaries,1
1.3929.247,Eclipsing Binaries,Eclipsing Binaries,1
1.3813.52,Eclipsing Binaries,Eclipsing Binaries,1
1.3688.1093,Eclipsing Binaries,Eclipsing Binaries,1
1.4292.507,Eclipsing Binaries,Eclipsing Binaries,1
1.4051.2318,Eclipsing Binaries,Eclipsing Binaries,1
2.4783.773,Eclipsing Binaries,Eclipsing Binaries,1
2.5511.297,Eclipsing Binaries,Eclipsing Binaries,1
1.4170.1016,Eclipsing Binaries,RR Lyrae,1
2.5879.330,Eclipsing Binaries,Eclipsing Binaries,1
1.4537.228,Eclipsing Binaries,Eclipsing Binaries,1
2.5508.2318,Eclipsing Binaries,Eclipsing Binaries,1
1.3927.1187,Eclipsing Binaries,None Variable,1
1.3566.24,Eclipsing Binaries,Eclipsing Binaries,1
2.5752.671,Eclipsing Binaries,None Variable,1
1.3809.1351,Eclipsing Binaries,Eclipsing Binaries,1
1.4410.59,Eclipsing Binaries,Eclipsing Binaries,1
1.4535.489,Eclipsing Binaries,Eclipsing Binaries,1
2.4903.2866,Eclipsing Binaries,Eclipsing Binaries,1
1.3805.176,Eclipsing Binaries,Eclipsing Binaries,1
1.4409.268,Eclipsing Binaries,Eclipsing Binaries,1
2.5386.4748,Eclipsing Binaries,Eclipsing Binaries,1
2.5629.2412,Eclipsing Binaries,Eclipsing Binaries,1
1.4291.560,Eclipsing Binaries,RR Lyrae,1
2.5872.239,Eclipsing Binaries,RR Lyrae,1
1.3804.2476,Eclipsing Binaries,Eclipsing Binaries,1
2.4663.86,Eclipsing Binaries,Eclipsing Binaries,1
1.4052.2486,Eclipsing Binaries,Eclipsing Binaries,1
1.3807.1436,Eclipsing Binaries,Eclipsing Binaries,1
1.4051.479,Eclipsing Binaries,Eclipsing Binaries,1
1.4052.2379,Eclipsing Binaries,Eclipsing Binaries,1
2.5390.12,Long Periodic Variable,Long Periodic Variable,1
1.3808.21,Long Periodic Variable,Long Periodic Variable,1
2.5030.9,Long Periodic Variable,Long Periodic Variable,1
2.5387.2125,Long Periodic Variable,Long Periodic Variable,1
1.4296.25,Long Periodic Variable,Long Periodic Variable,1
2.4785.14,Long Periodic Variable,Long Periodic Variable,1
2.5271.1034,Long Periodic Variable,Long Periodic Variable,1
2.5388.15,Long Periodic Variable,Long Periodic Variable,1
2.4781.4619,Long Periodic Variable,Long Periodic Variable,1
2.5269.1210,Long Periodic Variable,Long Periodic Variable,1
2.5509.22,Long Periodic Variable,Long Periodic Variable,1
2.4906.32,Long Periodic Variable,Long Periodic Variable,1
2.5629.2065,Long Periodic Variable,Long Periodic Variable,1
2.5633.757,Long Periodic Variable,Long Periodic Variable,1
2.5870.3920,Long Periodic Variable,Long Periodic Variable,1
1.3691.27,Long Periodic Variable,Long Periodic Variable,1
2.5387.2123,Long Periodic Variable,Long Periodic Variable,1
2.5145.2065,Long Periodic Variable,Long Periodic Variable,1
2.4908.16,Long Periodic Variable,Long Periodic Variable,1
2.5635.22,Long Periodic Variable,Long Periodic Variable,1
1.3809.976,Long Periodic Variable,Long Periodic Variable,1
2.5630.38,Long Periodic Variable,Long Periodic Variable,1
1.4051.2287,Long Periodic Variable,Long Periodic Variable,1
2.4669.8,Long Periodic Variable,Long Periodic Variable,1
1.4656.117,Long Periodic Variable,Long Periodic Variable,1
2.5870.3890,Long Periodic Variable,Long Periodic Variable,1
2.5629.2068,Long Periodic Variable,Long Periodic Variable,1
2.4790.23,Long Periodic Variable,Long Periodic Variable,1
1.3805.57,Long Periodic Variable,MicroLensing,1
2.5388.17,Long Periodic Variable,Long Periodic Variable,1
2.5512.760,Long Periodic Variable,Long Periodic Variable,1
1.3450.53,Long Periodic Variable,Long Periodic Variable,1
2.4782.2067,Long Periodic Variable,Long Periodic Variable,1
2.5152.17,Long Periodic Variable,Long Periodic Variable,1
2.5633.748,Long Periodic Variable,Long Periodic Variable,1
1.4654.131,Long Periodic Variable,Long Periodic Variable,1
2.5144.4499,Long Periodic Variable,Long Periodic Variable,1
2.5023.4644,Long Periodic Variable,Long Periodic Variable,1
1.4046.1610,Long Periodic Variable,Long Periodic Variable,1
2.5514.21,Long Periodic Variable,Long Periodic Variable,1
2.5030.6,Long Periodic Variable,Long Periodic Variable,1
2.5023.4639,Long Periodic Variable,Long Periodic Variable,1
2.5874.18,Long Periodic Variable,Long Periodic Variable,1
2.5146.14,Long Periodic Variable,Cepheid,1
2.5873.24,Long Periodic Variable,Long Periodic Variable,1
2.5632.18,Long Periodic Variable,Long Periodic Variable,1
2.5514.18,Long Periodic Variable,Long Periodic Variable,1
2.5148.28,Long Periodic Variable,Long Periodic Variable,1
1.4651.8,Long Periodic Variable,Long Periodic Variable,1
2.4904.16,Long Periodic Variable,Long Periodic Variable,1
2.5513.11,Long Periodic Variable,Long Periodic Variable,1
2.5871.1763,Long Periodic Variable,Long Periodic Variable,1
2.5628.4391,Long Periodic Variable,Long Periodic Variable,1
2.5753.11,Long Periodic Variable,Long Periodic Variable,1
2.5269.1238,Long Periodic Variable,Long Periodic Variable,1
2.5871.1766,Long Periodic Variable,Long Periodic Variable,1
2.5387.2119,Long Periodic Variable,Long Periodic Variable,1
2.5032.15,Long Periodic Variable,None Variable,1
2.5508.2071,Long Periodic Variable,Long Periodic Variable,1
1.3925.70,Long Periodic Variable,Long Periodic Variable,1
2.5395.43,Long Periodic Variable,Long Periodic Variable,1
2.4785.43,Long Periodic Variable,Long Periodic Variable,1
2.5869.4226,Long Periodic Variable,Long Periodic Variable,1
1.3565.23,Long Periodic Variable,Long Periodic Variable,1
2.4782.2077,Long Periodic Variable,Long Periodic Variable,1
2.5153.17,Long Periodic Variable,Long Periodic Variable,1
2.5024.2242,Long Periodic Variable,Long Periodic Variable,1
2.5265.5079,Long Periodic Variable,Long Periodic Variable,1
1.3931.106,Long Periodic Variable,Long Periodic Variable,1
1.4411.16,Long Periodic Variable,MicroLensing,1
2.5510.11,Long Periodic Variable,Long Periodic Variable,1
2.4662.23,Long Periodic Variable,Long Periodic Variable,1
2.4668.11,Long Periodic Variable,Long Periodic Variable,1
2.5394.17,Long Periodic Variable,Long Periodic Variable,1
2.5032.13,Long Periodic Variable,Long Periodic Variable,1
2.5516.33,Long Periodic Variable,Long Periodic Variable,1
2.5630.19,Long Periodic Variable,Long Periodic Variable,1
2.5514.24,Long Periodic Variable,Long Periodic Variable,1
2.5146.12,Long Periodic Variable,Long Periodic Variable,1
2.4787.21,Long Periodic Variable,Long Periodic Variable,1
1.4297.13,Long Periodic Variable,Long Periodic Variable,1
1.3562.18,Long Periodic Variable,Long Periodic Variable,1
2.4660.6344,Long Periodic Variable,Long Periodic Variable,1
2.5393.27,Long Periodic Variable,Long Periodic Variable,1
1.4410.27,Long Periodic Variable,Long Periodic Variable,1
2.5386.4413,Long Periodic Variable,Long Periodic Variable,1
2.5152.25,Long Periodic Variable,Long Periodic Variable,1
2.5026.18,Long Periodic Variable,Long Periodic Variable,1
2.5506.4607,Long Periodic Variable,Long Periodic Variable,1
2.5396.15,Long Periodic Variable,Long Periodic Variable,1
2.4664.17,Long Periodic Variable,Long Periodic Variable,1
114.19970.843,MicroLensing,Be Stars,1
108.19853.8058,MicroLensing,MicroLensing,1
115.22959.667,MicroLensing,MicroLensing,1
6.5845.1091,MicroLensing,MicroLensing,1
305.35738.35,MicroLensing,MicroLensing,1
128.21407.1674,MicroLensing,MicroLensing,1
109.20370.5051,MicroLensing,MicroLensing,1
2.5628.5917,MicroLensing,None Variable,1
311.37223.967,MicroLensing,MicroLensing,1
402.47804.4101,MicroLensing,MicroLensing,1
148.26586.2310,MicroLensing,MicroLensing,1
301.45441.747,MicroLensing,MicroLensing,1
308.38595.1020,MicroLensing,MicroLensing,1
102.22851.2409,MicroLensing,MicroLensing,1
101.21558.2113,MicroLensing,None Variable,1
402.48156.4509,MicroLensing,MicroLensing,1
114.19712.813,MicroLensing,MicroLensing,1
178.23398.4814,MicroLensing,MicroLensing,1
114.20235.908,MicroLensing,MicroLensing,1
109.19853.2074,MicroLensing,MicroLensing,1
152.26320.2643,MicroLensing,MicroLensing,1
114.20489.3552,MicroLensing,MicroLensing,1
109.19850.956,MicroLensing,MicroLensing,1
110.22455.842,MicroLensing,MicroLensing,1
176.18954.6538,MicroLensing,MicroLensing,1
108.19466.2869,MicroLensing,MicroLensing,1
304.35391.650,MicroLensing,MicroLensing,1
114.20491.1613,MicroLensing,MicroLensing,1
178.23136.5133,MicroLensing,MicroLensing,1
402.47736.2869,MicroLensing,MicroLensing,1
105.21291.7441,MicroLensing,MicroLensing,1
134.33390.299,MicroLensing,Be Stars,1
304.35899.3004,MicroLensing,MicroLensing,1
119.19576.2024,MicroLensing,MicroLensing,1
104.20121.1692,MicroLensing,MicroLensing,1
101.20650.3427,MicroLensing,None Variable,1
149.27237.3033,MicroLensing,MicroLensing,1
401.48230.2825,MicroLensing,MicroLensing,1
403.47550.807,MicroLensing,MicroLensing,1
109.19986.3305,MicroLensing,MicroLensing,1
110.22844.4168,MicroLensing,Be Stars,1
161.24182.1566,MicroLensing,MicroLensing,1
128.21145.1300,MicroLensing,MicroLensing,1
101.21564.4657,MicroLensing,MicroLensing,1
116.24384.2597,MicroLensing,Be Stars,1
308.38259.1981,MicroLensing,MicroLensing,1
120.21263.1213,MicroLensing,MicroLensing,1
104.20904.3155,MicroLensing,MicroLensing,1
155.26043.1938,MicroLensing,MicroLensing,1
118.18797.1397,MicroLensing,MicroLensing,1
163.27297.2111,MicroLensing,MicroLensing,1
120.21917.4650,MicroLensing,MicroLensing,1
109.20893.3423,MicroLensing,MicroLensing,1
172.32358.313,MicroLensing,Quasar,1
121.22032.133,MicroLensing,None Variable,1
311.36884.287,MicroLensing,MicroLensing,1
402.47745.3587,MicroLensing,MicroLensing,1
104.21161.1997,MicroLensing,MicroLensing,1
108.19082.1466,MicroLensing,MicroLensing,1
102.22851.5108,MicroLensing,MicroLensing,1
307.35374.3058,MicroLensing,MicroLensing,1
111.24655.3092,MicroLensing,MicroLensing,1
103.24030.3425,MicroLensing,MicroLensing,1
402.47623.80,MicroLensing,MicroLensing,1
113.18550.1664,MicroLensing,MicroLensing,1
108.18689.1979,MicroLensing,MicroLensing,1
113.18414.4153,MicroLensing,MicroLensing,1
123.24378.2299,MicroLensing,MicroLensing,1
128.21932.2196,MicroLensing,MicroLensing,1
119.19832.5483,MicroLensing,MicroLensing,1
207.16604.214,MicroLensing,Be Stars,1
113.18674.756,MicroLensing,MicroLensing,1
113.18552.581,MicroLensing,MicroLensing,1
120.21010.1474,MicroLensing,MicroLensing,1
119.19959.4320,MicroLensing,MicroLensing,1
158.26536.1361,MicroLensing,MicroLensing,1
101.21437.2090,MicroLensing,MicroLensing,1
179.21971.6468,MicroLensing,MicroLensing,1
108.18952.941,MicroLensing,MicroLensing,1
105.21422.1228,MicroLensing,MicroLensing,1
110.22970.4137,MicroLensing,MicroLensing,1
403.47614.3183,MicroLensing,MicroLensing,1
306.35894.1371,MicroLensing,MicroLensing,1
162.25865.442,MicroLensing,MicroLensing,1
101.21691.836,MicroLensing,MicroLensing,1
118.18669.3968,MicroLensing,None Variable,1
104.21032.4118,MicroLensing,MicroLensing,1
403.47610.576,MicroLensing,MicroLensing,1
177.25756.2480,MicroLensing,MicroLensing,1
128.21147.5157,MicroLensing,MicroLensing,1
105.22329.1480,MicroLensing,MicroLensing,1
142.27650.6057,MicroLensing,MicroLensing,1
118.18270.3615,MicroLensing,MicroLensing,1
119.20088.2601,MicroLensing,MicroLensing,1
128.21407.2080,MicroLensing,MicroLensing,1
310.37398.2274,MicroLensing,MicroLensing,1
101.21561.5337,MicroLensing,MicroLensing,1
159.25486.1627,MicroLensing,MicroLensing,1
113.18422.3531,MicroLensing,MicroLensing,1
302.44928.3523,MicroLensing,MicroLensing,1
118.18276.129,MicroLensing,None Variable,1
180.22240.202,MicroLensing,MicroLensing,1
101.21437.2192,MicroLensing,MicroLensing,1
110.23356.3958,MicroLensing,MicroLensing,1
119.20480.2914,MicroLensing,MicroLensing,1
401.47870.1026,MicroLensing,MicroLensing,1
118.18014.320,MicroLensing,Long Periodic Variable,1
114.19587.3861,MicroLensing,MicroLensing,1
311.38229.2494,MicroLensing,MicroLensing,1
310.37400.1067,MicroLensing,MicroLensing,1
179.21844.84,MicroLensing,MicroLensing,1
119.20741.4276,MicroLensing,MicroLensing,1
172.31579.2624,MicroLensing,MicroLensing,1
174.29360.352,MicroLensing,MicroLensing,1
113.18415.5194,MicroLensing,MicroLensing,1
137.29214.59,MicroLensing,MicroLensing,1
105.21417.101,MicroLensing,MicroLensing,1
114.20751.4978,MicroLensing,MicroLensing,1
108.18943.3744,MicroLensing,MicroLensing,1
402.47862.3234,MicroLensing,MicroLensing,1
159.25615.941,MicroLensing,MicroLensing,1
119.19444.2055,MicroLensing,MicroLensing,1
104.20251.1117,MicroLensing,MicroLensing,1
402.47678.1353,MicroLensing,MicroLensing,1
111.23881.726,MicroLensing,MicroLensing,1
105.21287.3893,MicroLensing,MicroLensing,1
401.48114.174,MicroLensing,MicroLensing,1
401.48047.3195,MicroLensing,MicroLensing,1
104.20640.8423,MicroLensing,MicroLensing,1
113.18550.4183,MicroLensing,MicroLensing,1
109.19720.3549,MicroLensing,MicroLensing,1
122.22816.2315,MicroLensing,MicroLensing,1
109.20246.4248,MicroLensing,MicroLensing,1
119.20219.2348,MicroLensing,MicroLensing,1
104.19991.1951,MicroLensing,MicroLensing,1
137.29210.2447,MicroLensing,Be Stars,1
108.18558.329,MicroLensing,MicroLensing,1
121.22292.2289,MicroLensing,MicroLensing,1
79.5628.1547,MicroLensing,MicroLensing,1
101.21176.5465,MicroLensing,MicroLensing,1
179.22619.3190,MicroLensing,MicroLensing,1
111.23873.4918,MicroLensing,MicroLensing,1
304.35564.26,MicroLensing,MicroLensing,1
114.20360.1661,MicroLensing,MicroLensing,1
301.46285.1166,MicroLensing,MicroLensing,1
1.3441.2883,None Variable,None Variable,1
1.3441.2613,None Variable,None Variable,1
1.3441.3814,None Variable,None Variable,1
1.3441.1345,None Variable,None Variable,1
1.3441.2858,None Variable,None Variable,1
1.3441.2627,None Variable,None Variable,1
1.3441.2788,None Variable,None Variable,1
1.3441.3350,None Variable,None Variable,1
1.3441.611,None Variable,None Variable,1
1.3441.2323,None Variable,None Variable,1
